"","gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","description"
"1110","CCT4",0.00708540627978004,0.643186368026254,0.478,0.984,1,"chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]"
"1111","G3BP1",0.00779871675618072,1.06668786479535,0.444,0.876,1,"G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]"
"1112","HNRNPK",0.00970162245653127,0.775661372030629,0.523,0.994,1,"heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]"
"1113","SRSF3",0.0117880123791241,0.612999486524384,0.483,0.985,1,"serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]"
"1114","EIF4E",0.0128861375284934,1.10068298856302,0.443,0.866,1,"eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]"
"1115","TUBB",0.015725907667695,0.688685702814108,0.531,0.971,1,"tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]"
"1116","COX7B",0.0369209281079997,0.377184158810389,0.552,0.998,1,"cytochrome c oxidase subunit 7B [Source:HGNC Symbol;Acc:HGNC:2291]"
"1117","BZW1",0.048168042468866,0.790804828816767,0.48,0.976,1,"basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380]"
"1118","PTGES3",0.0495306335351912,0.638563765168854,0.524,0.99,1,"prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]"
"1119","PSMA4",0.0541358722070506,1.0270288442542,0.506,0.953,1,"proteasome subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]"
"1120","LAPTM4A",0.0680842690395071,0.914710404050137,0.473,0.943,1,"lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:HGNC:6924]"
"1121","ATP5ME",0.0955170748955413,0.260931535092175,0.582,1,1,"ATP synthase membrane subunit e [Source:HGNC Symbol;Acc:HGNC:846]"
"1122","ZFP36L1",0.102519264169639,0.571423478899225,0.543,0.992,1,"ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]"
"1123","KDELR2",0.116823218685729,0.354554274892265,0.553,0.998,1,"KDEL endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305]"
"1124","ATP5IF1",0.118285236590873,0.366399290126332,0.559,0.997,1,"ATP synthase inhibitory factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:871]"
"1125","SUB1",0.143553098910688,0.261669664571917,0.524,0.998,1,"SUB1 regulator of transcription [Source:HGNC Symbol;Acc:HGNC:19985]"
"1126","MINOS1",0.157494747103663,0.258093429074312,0.571,0.999,1,NA
"1127","TUBB4B",0.191868010139079,0.79391818036063,0.487,0.957,1,"tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]"
"1128","EIF3E",0.224545453075338,0.352894713065155,0.552,0.995,1,"eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]"
"1129","ERH",0.333426628968408,0.388934255148284,0.538,0.995,1,"ERH mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]"
"1130","YWHAG",0.346556855381013,0.911421168890686,0.483,0.962,1,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]"
"1131","ITGB1",0.403315201294072,0.607463580147434,0.504,0.993,1,"integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]"
"1132","TPI1",0.423515562708455,0.321658066768321,0.52,0.998,1,"triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]"
"1133","SRRM1",0.663515026131959,0.561929902141781,0.518,0.994,1,"serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]"
