"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"3285","ZDHHC5",5.41357923872172e-43,0.288541192701903,0.488,0.24,1.0532659766857e-38,"SNU719","ZDHHC5","zinc finger DHHC-type containing 5 [Source:HGNC Symbol;Acc:HGNC:18472]"
"3286","PIK3R3",5.70678260526565e-43,0.306587157954787,0.402,0.159,1.11031162368049e-38,"SNU719","PIK3R3","phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]"
"3287","SUPT4H1",6.43442909151876e-43,0.363352341187755,0.838,0.72,1.25188252404589e-38,"SNU719","SUPT4H1","SPT4 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11467]"
"3288","STK32C",6.49966069989874e-43,0.288646743314133,0.443,0.201,1.2645739857723e-38,"SNU719","STK32C","serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]"
"3289","INTS1",7.3226894564112e-43,0.311044434425586,0.622,0.391,1.42470246063936e-38,"SNU719","INTS1","integrator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24555]"
"3290","LINC00511",9.74174605741376e-43,0.37175305713083,0.735,0.576,1.89535411293042e-38,"SNU719","LINC00511","long intergenic non-protein coding RNA 511 [Source:HGNC Symbol;Acc:HGNC:43564]"
"3291","CHPF2",1.57146870371926e-42,0.282980773155371,0.402,0.164,3.0574495099562e-38,"SNU719","CHPF2","chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]"
"3292","GPI",1.61796065656316e-42,0.285307738796171,0.966,0.919,3.14790425340928e-38,"SNU719","GPI","glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458]"
"3293","IDE",1.88045234106174e-42,0.26731881605607,0.478,0.226,3.65860807476972e-38,"SNU719","IDE","insulin degrading enzyme [Source:HGNC Symbol;Acc:HGNC:5381]"
"3294","GALNT11",2.45205541078648e-42,0.300398231557961,0.526,0.285,4.77071900722618e-38,"SNU719","GALNT11","polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875]"
"3295","LIMK1",2.79526746879991e-42,0.283129188818443,0.474,0.227,5.43847238729711e-38,"SNU719","LIMK1","LIM domain kinase 1 [Source:HGNC Symbol;Acc:HGNC:6613]"
"3296","NECTIN2",2.97556477138808e-42,0.347792166295148,0.77,0.607,5.78925881921264e-38,"SNU719","NECTIN2","nectin cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:9707]"
"3297","EPHB2",3.25645928878417e-42,0.384590032941002,0.812,0.701,6.33576719225849e-38,"SNU719","EPHB2","EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]"
"3298","C17orf67",4.17373445180218e-42,0.271012154544279,0.351,0.12,8.12041774942632e-38,"SNU719","C17orf67","chromosome 17 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:27900]"
"3299","BNIP2",4.67542763499252e-42,0.277740249383209,0.466,0.217,9.09651200664144e-38,"SNU719","BNIP2","BCL2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1083]"
"3300","GRPEL1",4.8396400078631e-42,0.329514798874245,0.731,0.553,9.41600359929845e-38,"SNU719","GRPEL1","GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]"
"3301","LRRC8A",5.10976798559023e-42,0.310044302716028,0.568,0.326,9.94156459276436e-38,"SNU719","LRRC8A","leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027]"
"3302","ELMOD3",5.93060763001981e-42,0.298201767165726,0.572,0.329,1.15385902049665e-37,"SNU719","ELMOD3","ELMO domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26158]"
"3303","NRBF2",7.2559192391979e-42,0.340463420830306,0.713,0.509,1.41171164717834e-37,"SNU719","NRBF2","nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:HGNC:19692]"
"3304","LRRC45",7.63721265038742e-42,0.359187928210189,0.493,0.256,1.48589609325938e-37,"SNU719","LRRC45","leucine rich repeat containing 45 [Source:HGNC Symbol;Acc:HGNC:28302]"
"3305","WDR54",7.91573672323499e-42,0.261910337995784,0.357,0.126,1.5400857368726e-37,"SNU719","WDR54","WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]"
"3306","TRAPPC2B",8.23385905730986e-42,0.320460307880803,0.536,0.295,1.60197961819021e-37,"SNU719","TRAPPC2B","trafficking protein particle complex 2B [Source:HGNC Symbol;Acc:HGNC:10710]"
"3307","AP001816.1",9.2124405274107e-42,0.38139453652344,0.59,0.362,1.79237242901303e-37,"SNU719","AP001816.1","novel transcript"
"3308","ARL2BP",9.42130260078081e-42,0.329461573018547,0.759,0.578,1.83300863400791e-37,"SNU719","ARL2BP","ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]"
"3309","LPCAT3",1.06373708861044e-41,0.301591666606354,0.528,0.288,2.06960687960047e-37,"SNU719","LPCAT3","lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]"
"3310","LARP1",1.19759617762268e-41,0.277866570177824,0.922,0.864,2.33004312318268e-37,"SNU719","LARP1","La ribonucleoprotein domain family member 1 [Source:HGNC Symbol;Acc:HGNC:29531]"
"3311","CYTH1",1.23326159813436e-41,0.296891664836216,0.488,0.251,2.39943376533021e-37,"SNU719","CYTH1","cytohesin 1 [Source:HGNC Symbol;Acc:HGNC:9501]"
"3312","LACTB2",1.55462815586949e-41,0.344553729695442,0.646,0.42,3.02468454005968e-37,"SNU719","LACTB2","lactamase beta 2 [Source:HGNC Symbol;Acc:HGNC:18512]"
"3313","GDI2",1.59070519387369e-41,0.27981487535984,0.945,0.884,3.09487602520066e-37,"SNU719","GDI2","GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]"
"3314","SNRPA1",1.6153053429823e-41,0.335405695173326,0.861,0.758,3.14273807530636e-37,"SNU719","SNRPA1","small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152]"
"3315","ABRACL",2.0014854707178e-41,0.324528866490474,0.92,0.861,3.89409013182856e-37,"SNU719","ABRACL","ABRA C-terminal like [Source:HGNC Symbol;Acc:HGNC:21230]"
"3316","TUBB4B",2.0444317616419e-41,0.303030915635187,0.969,0.929,3.97764643545047e-37,"SNU719","TUBB4B","tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]"
"3317","NELFCD",2.06970946596931e-41,0.296641468710526,0.831,0.697,4.0268267369899e-37,"SNU719","NELFCD","negative elongation factor complex member C/D [Source:HGNC Symbol;Acc:HGNC:15934]"
"3318","PET100",2.07148334938102e-41,0.336524547908257,0.898,0.845,4.03027800455572e-37,"SNU719","PET100","PET100 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40038]"
"3319","ARHGEF7",2.15822523827561e-41,0.26795916837941,0.457,0.214,4.19904302358903e-37,"SNU719","ARHGEF7","Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607]"
"3320","CCDC88A",2.32053657200944e-41,0.32072175220129,0.797,0.619,4.51483595450158e-37,"SNU719","CCDC88A","coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:HGNC:25523]"
"3321","TMEM14C",2.33312613187394e-41,0.257332676980295,0.984,0.967,4.53933020217394e-37,"SNU719","TMEM14C","transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]"
"3322","LENG8",2.70430792243567e-41,0.337273144544377,0.722,0.528,5.26150149389085e-37,"SNU719","LENG8","leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500]"
"3323","LCMT1",3.5979647284358e-41,0.31607208760542,0.697,0.506,7.00020017564468e-37,"SNU719","LCMT1","leucine carboxyl methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17557]"
"3324","C12orf10",3.98748719143251e-41,0.294373403659869,0.786,0.596,7.7580550796511e-37,"SNU719","C12orf10","chromosome 12 open reading frame 10 [Source:HGNC Symbol;Acc:HGNC:17590]"
"3325","TRIM16",4.218144638804e-41,0.321776023105898,0.656,0.448,8.20682220925706e-37,"SNU719","TRIM16","tripartite motif containing 16 [Source:HGNC Symbol;Acc:HGNC:17241]"
"3326","SLC27A5",4.83014872426697e-41,0.348924556928746,0.748,0.584,9.39753735793381e-37,"SNU719","SLC27A5","solute carrier family 27 member 5 [Source:HGNC Symbol;Acc:HGNC:10999]"
"3327","TMED4",4.84839421970233e-41,0.281108334310304,0.937,0.881,9.43303579385286e-37,"SNU719","TMED4","transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]"
"3328","TXNL1",5.0123597830047e-41,0.296103475019583,0.902,0.826,9.75204719381394e-37,"SNU719","TXNL1","thioredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:12436]"
"3329","SCP2",5.34608287624229e-41,0.293183901404213,0.961,0.933,1.0401338844017e-36,"SNU719","SCP2","sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]"
"3330","PPT1",5.37666509720807e-41,0.276951138899868,0.887,0.803,1.0460839613128e-36,"SNU719","PPT1","palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325]"
"3331","ADCK2",5.83435969160656e-41,0.312865838660648,0.513,0.282,1.13513302159897e-36,"SNU719","ADCK2","aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039]"
"3332","CDC25B",5.87597121600488e-41,0.286904951557132,0.693,0.44,1.14322895978591e-36,"SNU719","CDC25B","cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]"
"3333","TRIB2",5.95960412939929e-41,0.272604538097082,0.378,0.148,1.15950057941593e-36,"SNU719","TRIB2","tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]"
"3334","THOP1",7.18506067177816e-41,0.466781657250674,0.659,0.454,1.39792540430116e-36,"SNU719","THOP1","thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793]"
"3335","CLPTM1L",8.13235197075029e-41,0.279283911274045,0.899,0.81,1.58223039942918e-36,"SNU719","CLPTM1L","CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]"
"3336","TIMP2",8.16146429730569e-41,0.363271976246283,0.399,0.168,1.5878944936838e-36,"SNU719","TIMP2","TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]"
"3337","PELP1",8.71212979514204e-41,0.313186688602125,0.622,0.4,1.69503197294283e-36,"SNU719","PELP1","proline, glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:30134]"
"3338","JMJD6",9.48399983158184e-41,0.292223153869157,0.458,0.224,1.84520700723256e-36,"SNU719","JMJD6","jumonji domain containing 6, arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]"
"3339","DLGAP4",9.6913063841441e-41,0.323160949216097,0.691,0.476,1.88554057009908e-36,"SNU719","DLGAP4","DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]"
"3340","CNOT1",1.11626687920438e-40,0.291226399051062,0.863,0.788,2.17180884018004e-36,"SNU719","CNOT1","CCR4-NOT transcription complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7877]"
"3341","TEX9",1.15877685832359e-40,0.276149171194495,0.389,0.157,2.25451625555438e-36,"SNU719","TEX9","testis expressed 9 [Source:HGNC Symbol;Acc:HGNC:29585]"
"3342","APEX2",1.24283407310652e-40,0.2837385290107,0.509,0.269,2.41805797263604e-36,"SNU719","APEX2","apurinic/apyrimidinic endodeoxyribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17889]"
"3343","AHSA1",1.30906463918008e-40,0.297526090509243,0.935,0.854,2.54691616198876e-36,"SNU719","AHSA1","activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]"
"3344","STEAP1",1.83632954204037e-40,0.383846673940031,0.777,0.608,3.57276275699374e-36,"SNU719","STEAP1","STEAP family member 1 [Source:HGNC Symbol;Acc:HGNC:11378]"
"3345","SIVA1",1.97736469707545e-40,0.305453699449016,1,0.998,3.84716075462999e-36,"SNU719","SIVA1","SIVA1 apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:17712]"
"3346","HSD17B2",2.17744358413445e-40,0.36949074285472,0.254,0.056,4.23643423729198e-36,"SNU719","HSD17B2","hydroxysteroid 17-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5211]"
"3347","PYGB",2.9972253898231e-40,0.297237567079109,0.566,0.325,5.83140171843981e-36,"SNU719","PYGB","glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723]"
"3348","XPC",3.67504673951857e-40,0.330140581122452,0.732,0.557,7.15017093640733e-36,"SNU719","XPC","XPC complex subunit, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12816]"
"3349","RELB",4.13572972450399e-40,0.254044825801183,0.532,0.269,8.04647575199496e-36,"SNU719","RELB","RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]"
"3350","DDX46",5.09186994151962e-40,0.280088368793367,0.966,0.943,9.90674215822057e-36,"SNU719","DDX46","DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681]"
"3351","MICALL2",5.29587094861635e-40,0.252708347819244,0.358,0.13,1.0303646517628e-35,"SNU719","MICALL2","MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]"
"3352","ZFP36L1",5.98049999016131e-40,0.324704502646282,0.995,0.998,1.16356607808578e-35,"SNU719","ZFP36L1","ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]"
"3353","SUPT16H",6.49502024221815e-40,0.310609095000937,0.954,0.92,1.26367113832596e-35,"SNU719","SUPT16H","SPT16 homolog, facilitates chromatin remodeling subunit [Source:HGNC Symbol;Acc:HGNC:11465]"
"3354","OGFOD1",7.91071745717367e-40,0.292610037683411,0.551,0.324,1.53910918846771e-35,"SNU719","OGFOD1","2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25585]"
"3355","NPEPPS",8.46373108321288e-40,0.276537130093693,0.864,0.773,1.6467035195499e-35,"SNU719","NPEPPS","aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]"
"3356","TNS3",8.73922510418989e-40,0.352266365100186,0.714,0.534,1.70030363627118e-35,"SNU719","TNS3","tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]"
"3357","LONP2",9.23315999849945e-40,0.289669761306168,0.795,0.656,1.79640360930805e-35,"SNU719","LONP2","lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]"
"3358","DCTD",9.69836687493899e-40,0.280901130031152,0.923,0.878,1.88691425918813e-35,"SNU719","DCTD","dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710]"
"3359","SFXN1",1.0616943653094e-39,0.303563572470746,0.82,0.703,2.06563255714597e-35,"SNU719","SFXN1","sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085]"
"3360","RAMMET",1.1513070064249e-39,0.332499783748761,0.704,0.517,2.23998291170029e-35,"SNU719","RAMMET",NA
"3361","PRMT5",1.28667469993287e-39,0.306718662698739,0.709,0.512,2.5033542961894e-35,"SNU719","PRMT5","protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894]"
"3362","TTC39C",1.49149156890333e-39,0.294841414221782,0.485,0.258,2.90184599645832e-35,"SNU719","TTC39C","tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]"
"3363","ATAD3B",1.88124166103172e-39,0.321075226760362,0.581,0.359,3.66014377570332e-35,"SNU719","ATAD3B","ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]"
"3364","HARS",2.89288023884814e-39,0.284403219411569,0.549,0.319,5.62838779270293e-35,"SNU719","HARS","histidyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:4816]"
"3365","PNPO",4.57901423619445e-39,0.29809758422038,0.589,0.359,8.90893009793993e-35,"SNU719","PNPO","pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260]"
"3366","C16orf91",4.90105958669809e-39,0.289097000172807,0.715,0.527,9.53550153187981e-35,"SNU719","C16orf91","chromosome 16 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:27558]"
"3367","CTR9",4.9090217152877e-39,0.300241224784995,0.595,0.367,9.55099264926375e-35,"SNU719","CTR9","CTR9 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:16850]"
"3368","ATF5",5.51429775534001e-39,0.307532613062227,0.878,0.761,1.07286177127895e-34,"SNU719","ATF5","activating transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:790]"
"3369","THUMPD2",5.5392870633799e-39,0.314641381037292,0.685,0.498,1.07772369105119e-34,"SNU719","THUMPD2","THUMP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14890]"
"3370","ETHE1",5.56326430203422e-39,0.318145354351334,0.95,0.924,1.08238870260378e-34,"SNU719","ETHE1","ETHE1 persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287]"
"3371","PPP2CB",5.91590830834793e-39,0.349707957893702,0.859,0.765,1.15099912047217e-34,"SNU719","PPP2CB","protein phosphatase 2 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9300]"
"3372","TPMT",6.46446184607911e-39,0.343269007548541,0.653,0.448,1.25772569677315e-34,"SNU719","TPMT","thiopurine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:12014]"
"3373","USP12",7.62611132301748e-39,0.286833974931794,0.493,0.258,1.48373621900628e-34,"SNU719","USP12","ubiquitin specific peptidase 12 [Source:HGNC Symbol;Acc:HGNC:20485]"
"3374","AKR7A2",7.64405098567205e-39,0.271462988776434,0.946,0.909,1.48722655977235e-34,"SNU719","AKR7A2","aldo-keto reductase family 7 member A2 [Source:HGNC Symbol;Acc:HGNC:389]"
"3375","MBD1",8.3735840727266e-39,0.286381088624018,0.458,0.226,1.62916451718969e-34,"SNU719","MBD1","methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:HGNC:6916]"
"3376","SMUG1",8.41174463434525e-39,0.314340657670832,0.781,0.65,1.63658903605821e-34,"SNU719","SMUG1","single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148]"
"3377","PHKB",1.03679318800861e-38,0.290179331225749,0.78,0.622,2.01718482658955e-34,"SNU719","PHKB","phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927]"
"3378","SPSB1",1.17946687553386e-38,0.302549004331974,0.353,0.134,2.29477075303868e-34,"SNU719","SPSB1","splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]"
"3379","SZRD1",1.32621611595215e-38,0.276005793414885,0.911,0.85,2.5802860751965e-34,"SNU719","SZRD1","SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]"
"3380","KIZ",1.42406736534827e-38,0.459721236774165,0.589,0.394,2.77066546602159e-34,"SNU719","KIZ","kizuna centrosomal protein [Source:HGNC Symbol;Acc:HGNC:15865]"
"3381","AIFM2",1.54010378595948e-38,0.322905251481217,0.618,0.396,2.99642592596276e-34,"SNU719","AIFM2","apoptosis inducing factor mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411]"
"3382","PTTG1",1.65615733092078e-38,0.251003815663769,0.598,0.319,3.22221970303947e-34,"SNU719","PTTG1","PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]"
"3383","MTRNR2L12",1.73289350681769e-38,0.442145366667783,0.782,0.699,3.3715176068645e-34,"SNU719","MTRNR2L12","MT-RNR2 like 12 [Source:HGNC Symbol;Acc:HGNC:37169]"
"3384","GTF3C1",1.74283323739575e-38,0.255990656570631,0.438,0.205,3.39085634667717e-34,"SNU719","GTF3C1","general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]"
"3385","MRPS25",1.94374722221686e-38,0.28671045167362,0.914,0.884,3.78175459554512e-34,"SNU719","MRPS25","mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511]"
"3386","CDK7",2.24364336768327e-38,0.315255688003374,0.549,0.325,4.36523253616458e-34,"SNU719","CDK7","cyclin dependent kinase 7 [Source:HGNC Symbol;Acc:HGNC:1778]"
"3387","AIMP2",2.50827614718558e-38,0.303842937104544,0.756,0.572,4.88010207196427e-34,"SNU719","AIMP2","aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:HGNC:20609]"
"3388","GYG1",2.98048362667079e-38,0.278091477338276,0.609,0.375,5.79882894405069e-34,"SNU719","GYG1","glycogenin 1 [Source:HGNC Symbol;Acc:HGNC:4699]"
"3389","CSNK1D",3.2989313104492e-38,0.291639349370845,0.796,0.664,6.41840075760997e-34,"SNU719","CSNK1D","casein kinase 1 delta [Source:HGNC Symbol;Acc:HGNC:2452]"
"3390","CHMP4A",4.21494849039545e-38,0.268095696434309,0.966,0.933,8.20060378291338e-34,"SNU719","CHMP4A","charged multivesicular body protein 4A [Source:HGNC Symbol;Acc:HGNC:20274]"
"3391","NME2",5.39254983086591e-38,0.337439699212481,0.732,0.591,1.04917449509327e-33,"SNU719","NME2","NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]"
"3392","C19orf81",5.51780857909651e-38,0.258362073126473,0.319,0.11,1.07354483714902e-33,"SNU719","C19orf81","chromosome 19 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:40041]"
"3393","YTHDF1",5.52852430348416e-38,0.300897499367972,0.69,0.497,1.07562968848588e-33,"SNU719","YTHDF1","YTH N6-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]"
"3394","C19orf24",5.55039480850824e-38,0.290380760114196,0.943,0.93,1.07988481394336e-33,"SNU719","C19orf24",NA
"3395","EZH2",5.99874744396332e-38,0.390721458574356,0.67,0.461,1.1671163026975e-33,"SNU719","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]"
"3396","SPATA13",6.16701796805371e-38,0.299699325000545,0.483,0.26,1.19985501586453e-33,"SNU719","SPATA13","spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]"
"3397","KLC1",8.20191089852424e-38,0.286765743844537,0.712,0.522,1.59576378441688e-33,"SNU719","KLC1","kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]"
"3398","COASY",9.03125859880711e-38,0.303561102783629,0.719,0.543,1.75712167298391e-33,"SNU719","COASY","Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]"
"3399","KLF13",9.05911671255466e-38,0.2895460244689,0.872,0.797,1.76254174759463e-33,"SNU719","KLF13","Kruppel like factor 13 [Source:HGNC Symbol;Acc:HGNC:13672]"
"3400","C17orf58",9.65654815751066e-38,0.307145671544832,0.76,0.596,1.87877800952527e-33,"SNU719","C17orf58","chromosome 17 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:27568]"
"3401","TIMM17A",9.676819284117e-38,0.291848612201925,0.899,0.846,1.8827219599178e-33,"SNU719","TIMM17A","translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]"
"3402","CNOT3",1.05106722103806e-37,0.274782747424747,0.523,0.292,2.04495638525164e-33,"SNU719","CNOT3","CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]"
"3403","HSD3B7",1.27559967697919e-37,0.277357288473195,0.355,0.141,2.48180673153071e-33,"SNU719","HSD3B7","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:HGNC Symbol;Acc:HGNC:18324]"
"3404","PRSS22",1.45843510642258e-37,0.477796953028273,0.529,0.328,2.83753134305576e-33,"SNU719","PRSS22","serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]"
